6.405346741347267780e+00,4.982291269384878096e-01,3.074864610697719547e-01
6.345572183824186752e+00,8.835980144643700296e-01,3.321230098113157059e-01
6.261541706313841438e+00,1.269275891859146466e+00,3.562732564438044203e-01
6.153413270674413127e+00,1.653837734374982160e+00,3.791906962737700559e-01
6.021161186022103706e+00,2.035806289798678836e+00,3.999586078135203282e-01
5.865287721467733029e+00,2.413747411332295645e+00,4.176772470867466391e-01
5.686361845056340236e+00,2.786234796710970407e+00,4.314572432178528927e-01
5.484952524832966247e+00,3.151842143669842500e+00,4.404092253312429928e-01
5.261749008023890006e+00,3.509160099014406953e+00,4.437287833143056526e-01
5.017675154336309618e+00,3.856826457383475848e+00,4.409333157897342703e-01
4.753708244503589420e+00,4.193511684411057594e+00,4.317706194748665571e-01
4.470914258636748961e+00,4.517935018831443550e+00,4.163508016784638888e-01
4.170411822419928249e+00,4.828860512257010740e+00,3.951041868931027823e-01
3.853356340970972127e+00,5.125116066370156709e+00,3.688324612757987175e-01
3.520915946615238212e+00,5.405572224946187276e+00,3.385973569642508063e-01
3.174268496164819986e+00,5.669131341171063099e+00,3.056712713014793081e-01
2.814542344995570655e+00,5.914827934701722079e+00,2.713976918602988286e-01
2.442866139307814155e+00,6.141697805041447467e+00,2.371140352095726933e-01
2.060355641222818779e+00,6.348823480486485593e+00,2.040305627968558855e-01
1.668085889835140723e+00,6.535336254483226526e+00,1.732596237459061994e-01
1.267155497850288359e+00,6.700485052977107614e+00,1.453322371117962697e-01
8.586638001787867402e-01,6.843520685022057570e+00,1.207707600597923286e-01
4.437272769824198715e-01,6.963749874933327533e+00,9.980391100594465659e-02
2.350670690226727699e-02,7.060561244602634901e+00,8.232022750044044879e-02
-4.007972726772581762e-01,7.133394852650417839e+00,6.807897106596613734e-02
-8.279254360876056040e-01,7.181775507630119293e+00,5.671474583267987341e-02
-1.256601263402352231e+00,7.205228950958015410e+00,4.779207408991502370e-02
-1.685442793717744525e+00,7.203466686948551079e+00,4.089246963093262632e-02
-2.113062723096693851e+00,7.176212300845885572e+00,3.560120402282452440e-02
-2.538042642249535241e+00,7.123246539939342092e+00,3.154234772019731681e-02
-2.958915693217479159e+00,7.044483036627591233e+00,2.842744457394614718e-02
-3.374204258777269150e+00,6.939908110657378337e+00,2.601427556445948946e-02
-3.782417922882706840e+00,6.809568723380239774e+00,2.410993491094581137e-02
-4.182064998466474393e+00,6.653649224927908890e+00,2.258604180187927593e-02
-4.571658161864833758e+00,6.472386601611651358e+00,2.133839378773683126e-02
-4.949719740919251265e+00,6.266116207124469817e+00,2.029648426740779041e-02
-5.314812952795675116e+00,6.035312136070434264e+00,1.941273656745962778e-02
-5.665477388503784795e+00,5.780429347683697650e+00,1.865112717317896074e-02
-6.000302270591577170e+00,5.502067635566309178e+00,1.798704028821553058e-02
-6.317971438671977857e+00,5.201013365365361629e+00,1.740675316966835279e-02
-6.617168732357922245e+00,4.878052902727940676e+00,1.689654307463642202e-02
-6.896680458690149784e+00,4.534089461722133230e+00,1.644578923158289754e-02
-7.155099987457790078e+00,4.169895853567691546e+00,1.604782886711595205e-02
-7.391347940788639548e+00,3.786606637645005158e+00,1.569823594481189674e-02
-7.604418203980861435e+00,3.385431883465308101e+00,1.539326322462093027e-02
-7.793304662332624311e+00,2.967581660539824639e+00,1.512916346649325477e-02
-7.957061762297670704e+00,2.534288856920225985e+00,1.490229717720530610e-02
-8.095555171664049254e+00,2.087115514701659347e+00,1.471172442201029197e-02
-8.206317501475913545e+00,1.626870018243391947e+00,1.455366514438101444e-02
-8.289054099453480262e+00,1.155217584138426012e+00,1.442770718945451079e-02
-8.343470313316970532e+00,6.738234289797526699e-01,1.433343840236781484e-02
-8.369271490786598378e+00,1.843527693603737028e-01,1.427044662825796388e-02
-8.366162979582581372e+00,-3.115291781267131022e-01,1.423831971226199346e-02
-8.333850127425140641e+00,-8.121571968885050730e-01,1.423664549951693913e-02
-8.272038282034488432e+00,-1.315866070332011972e+00,1.426501183515983817e-02
-8.180432791130845871e+00,-1.820990581864230684e+00,1.432300656432772441e-02
-8.059092505411072693e+00,-2.325934196407544619e+00,1.441093714558710180e-02
-7.908169785477825009e+00,-2.828913633082545509e+00,1.453042034109880074e-02
-7.726811020368484328e+00,-3.327820577317154971e+00,1.468160275946885085e-02
-7.515734560648910545e+00,-3.820906851363853107e+00,1.486748808454749042e-02
-7.275658756884963552e+00,-4.306424277475109363e+00,1.509108000018495772e-02
-7.007301959642505906e+00,-4.782624677903399402e+00,1.535538219023148930e-02
-6.711382519487400167e+00,-5.247759874901190003e+00,1.566339833853732169e-02
-6.388618786985501785e+00,-5.700081690720963046e+00,1.601813212895269317e-02
-6.039729112702675096e+00,-6.137841947615187976e+00,1.642258724532784722e-02
-5.665431847204779103e+00,-6.559292467836336904e+00,1.687976737151301171e-02
-5.267028626203400066e+00,-6.963289536941735136e+00,1.740346759838892060e-02
-4.845115684774190079e+00,-7.347502402862575721e+00,1.798682280627513300e-02
-4.400612910839697633e+00,-7.709898373000015681e+00,1.863278061941429226e-02
-3.935148259137513538e+00,-8.049255966454877509e+00,1.935952786426711064e-02
-3.450349684405209505e+00,-8.364353702327997908e+00,2.018525136729433164e-02
-2.947845141380355471e+00,-8.653970099720213582e+00,2.112813795495669875e-02
-2.429262584800544023e+00,-8.916883677732347024e+00,2.220637445371491728e-02
-1.896229969403338877e+00,-9.151872955465236714e+00,2.343814769002975848e-02
-1.350375249926333510e+00,-9.357716452019708697e+00,2.484164449036190686e-02
-7.933263811070991878e-01,-9.533192686496599677e+00,2.643505168117212326e-02
-2.267461144217560454e-01,-9.677122882892863487e+00,2.824062135503099119e-02
3.473440413314683450e-01,-9.788742675605842436e+00,3.031582154862758061e-02
9.269267940582854859e-01,-9.867373229318777916e+00,3.272204411145606534e-02
1.510014127664377481e+00,-9.912344101577447830e+00,3.552404682559980043e-02
2.094575334528580690e+00,-9.923092170970519987e+00,3.880347997529565163e-02
2.678535419272119356e+00,-9.899213526551443820e+00,4.267317238743833369e-02
3.259803628791285934e+00,-9.840361798320824249e+00,4.726123441007128168e-02
3.836254417504984193e+00,-9.746363521862656754e+00,5.275269637133728207e-02
4.405745116157844699e+00,-9.617167608328255568e+00,5.939438483652009770e-02
4.966124874507080733e+00,-9.452767659387955490e+00,6.742795298412283811e-02
5.515216529617451791e+00,-9.253414811582310051e+00,7.732247457720234363e-02
6.050835021875911934e+00,-9.019430940228465587e+00,8.962936386275296985e-02
6.570790601482698001e+00,-8.751222835589768323e+00,1.049837699260161850e-01
7.072860057654239085e+00,-8.449417151551063654e+00,1.244559594583998230e-01
7.554789018746475016e+00,-8.114747589488960244e+00,1.494391294852763785e-01
8.014311896985333306e+00,-7.748049952923190098e+00,1.815840046185722423e-01
8.449026879052306427e+00,-7.350394246118645114e+00,2.237721666118339947e-01
8.856463380132385765e+00,-6.922934695674292982e+00,2.794670893556949753e-01
9.233959851707512101e+00,-6.467020869798600025e+00,3.537481599124239762e-01
9.578557094875808531e+00,-5.984189241201966603e+00,4.538465266689307720e-01
9.886959728436496064e+00,-5.476156362965504343e+00,5.894572090941420095e-01
1.015514425800081888e+01,-4.944919584393970169e+00,7.749972395530477787e-01
1.037848805934285501e+01,-4.392684045696799267e+00,1.028806144468886963e+00
1.055078311923760204e+01,-3.822109820900641886e+00,1.378120317042869969e+00
1.066478512431326742e+01,-3.236131063385397688e+00,1.856096004000197919e+00
1.071037902733548819e+01,-2.638438318422634765e+00,2.507554565888436393e+00
1.067566240102416408e+01,-2.033161481706243112e+00,3.384613907191749149e+00
1.054502359101758380e+01,-1.425571428239514216e+00,4.540926522921376218e+00
1.030075100497769824e+01,-8.217835803622864921e-01,6.021632274064318224e+00
